time,field.angular_velocity.x,field.angular_velocity.y,field.angular_velocity.z,field.linear_acceleration.x,field.linear_acceleration.y,field.linear_acceleration.z,field.magnetic_field.x,field.magnetic_field.y,field.magnetic_field.z,field.fluid_pressure,field.temperature,field.alt_error,field.aspd_error,field.xtrack_error,field.wp_dist,field.measured,field.measured.1,field.measured.2,fault_state,field.airspeed
10:57.8,-0.284333333,-0.249333333,-0.262666667,0.22555295,1.114689217,12.22889255,-575333.3333,855666.6667,-660333.3333,98606.65283,29.57,26.47999954,-708.8855591,18.20793915,144,3.566191196,44.19852829,-177.6826477,0,0
10:57.8,-0.37,-0.249,-0.271,0.2353596,1.0395049,12.64077185,-563000,1025000,-661000,98608.80127,29.57,26.4449997,-708.8855591,18.19103337,143,3.566191196,44.19852829,-177.6826477,0,0
10:57.9,-0.374333333,-0.247,-0.281,0.2157463,1.052580433,13.140911,-564333.3333,972000,-662666.6667,98605.42196,29.57,26.40999985,-708.8855591,18.17412758,142,3.566191196,44.19852829,-177.6826477,0,0
10:57.9,-0.378666667,-0.245,-0.291,0.196133,1.065655967,13.64105015,-565666.6667,919000,-664333.3333,98602.04264,29.57,26.40999985,-708.8855591,18.17412758,142,3.566191196,44.19852829,-177.6826477,0,0
10:58.0,-0.383,-0.243,-0.301,0.1765197,1.0787315,14.1411893,-567000,866000,-666000,98598.66333,29.57,26.32999992,-691.2102051,18.06424522,140,3.566191196,44.19852829,-177.6826477,0,0
10:58.0,-0.339,-0.2175,-0.3085,0.093163175,1.0983448,13.4351105,-567000,408000,-643000,98602.76795,29.57,26.27999973,-691.2102051,17.97548771,139,3.566191196,44.19852829,-177.6826477,0,0
10:58.0,-0.295,-0.192,-0.316,0.00980665,1.1179581,12.7290317,-567000,-50000,-620000,98606.87256,29.57,26.22999954,-691.2102051,17.88673019,138,3.566191196,44.19852829,-177.6826477,0,0
10:58.1,-0.2295,-0.2075,-0.3145,0.014709975,0.877695175,13.5527903,-542500,284000,-630500,98604.47083,29.565,26.22999954,-691.2102051,17.88673019,138,3.566191196,44.19852829,-177.6826477,0,0
10:58.1,-0.164,-0.223,-0.313,0.0196133,0.63743225,14.3765489,-518000,618000,-641000,98602.06909,29.56,26.16999912,-678.9391785,17.75994206,137,3.563685894,37.79695511,-168.5318146,0,0
10:58.2,-0.284666667,-0.223333333,-0.293666667,0.035957717,0.503408033,13.91890523,-510333.3333,715666.6667,-641666.6667,98600.59814,29.56,26.13999891,-672.8036652,17.69654799,136.5,3.563685894,37.79695511,-168.5318146,0,0
10:58.2,-0.405333333,-0.223666667,-0.274333333,0.052302133,0.369383817,13.46126157,-502666.6667,813333.3333,-642333.3333,98599.1272,29.56,26.1099987,-666.6681519,17.63315392,136,3.563685894,37.79695511,-168.5318146,0,0
10:58.2,-0.526,-0.224,-0.255,0.06864655,0.2353596,13.0036179,-495000,911000,-643000,98597.65625,29.56,25.95999908,-666.6681519,17.31193542,134,3.563685894,37.79695511,-168.5318146,0,0
10:58.3,-0.5805,-0.206,-0.2165,0.0392266,0.28439285,12.28282913,-501500,855000,-646500,98594.36341,29.56,25.95999908,-666.6681519,17.31193542,134,3.563685894,37.79695511,-168.5318146,0,0
10:58.3,-0.635,-0.188,-0.178,0.00980665,0.3334261,11.56204035,-508000,799000,-650000,98591.07056,29.56,25.95999908,-666.6681519,17.31193542,134,3.563685894,37.79695511,-168.5318146,0,0
10:58.4,-0.542,-0.179,-0.152,-0.06864655,0.44129925,11.35119738,-489000,700000,-633000,98591.745,29.555,25.80999947,-626.1827393,16.92310905,132,3.563685894,37.79695511,-168.5318146,0,0
10:58.4,-0.449,-0.17,-0.126,-0.14709975,0.5491724,11.1403544,-470000,601000,-616000,98592.41943,29.55,25.80999947,-626.1827393,16.92310905,132,3.563685894,37.79695511,-168.5318146,0,0
10:58.4,-0.445333333,-0.168333333,-0.113333333,-0.130755333,0.542634633,11.54242705,-465000,590666.6667,-611333.3333,98590.77962,29.55,25.64999962,-626.1827393,16.4835453,131,3.563685894,37.79695511,-168.5318146,0,0
10:58.5,-0.441666667,-0.166666667,-0.100666667,-0.114410917,0.536096867,11.9444997,-460000,580333.3333,-606666.6667,98589.13981,29.55,25.64999962,-626.1827393,16.4835453,131,3.563685894,37.79695511,-168.5318146,0,0
10:58.5,-0.438,-0.165,-0.088,-0.0980665,0.5295591,12.34657235,-455000,570000,-602000,98587.5,29.55,25.56499958,-618.151001,16.2384057,130,3.563685894,37.79695511,-168.5318146,0,0
10:58.6,-0.456666667,-0.157666667,-0.085666667,-0.111142033,0.516483567,12.59500748,-447000,545000,-600333.3333,98587.58952,29.55,25.47999954,-610.1192627,15.99326611,129,3.563685894,37.79695511,-168.5318146,0,0
10:58.6,-0.475333333,-0.150333333,-0.083333333,-0.124217567,0.503408033,12.84344262,-439000,520000,-598666.6667,98587.67903,29.55,25.47999954,-610.1192627,15.99326611,129,5.117783546,25.67136002,-160.4615936,0,0
10:58.6,-0.494,-0.143,-0.081,-0.1372931,0.4903325,13.09187775,-431000,495000,-597000,98587.76855,29.55,25.38999939,-610.1192627,15.73122788,128.5,5.117783546,25.67136002,-160.4615936,0,0
10:58.7,-0.516,-0.1,-0.0815,-0.196133,0.563882375,11.85133653,-429500,498500,-598000,98583.88977,29.55,25.29999924,-610.1192627,15.46918964,128,5.117783546,25.67136002,-160.4615936,0,0
10:58.7,-0.538,-0.057,-0.082,-0.2549729,0.63743225,10.6107953,-428000,502000,-599000,98580.01099,29.55,25.19999981,-590.8146973,15.19446325,127,5.117783546,25.67136002,-160.4615936,0,0
10:58.8,-0.588,-0.039,-0.0825,-0.4118793,0.8825985,11.05699788,-426000,493000,-599000,98579.19922,29.55,25.10000038,-571.5101318,14.91973686,126,5.117783546,25.67136002,-160.4615936,0,0
10:58.8,-0.638,-0.021,-0.083,-0.5687857,1.12776475,11.50320045,-424000,484000,-599000,98578.38745,29.55,25.10000038,-571.5101318,14.91973686,126,5.117783546,25.67136002,-160.4615936,0,0
10:58.8,-0.661666667,0.009,-0.107666667,-0.653776667,1.18660465,10.74481952,-415000,464333.3333,-596666.6667,98576.45467,29.54666667,24.89999962,-571.5101318,14.34493065,125,5.117783546,25.67136002,-160.4615936,0,0
10:58.9,-0.685333333,0.039,-0.132333333,-0.738767633,1.24544455,9.986438583,-406000,444666.6667,-594333.3333,98574.52189,29.54333333,24.89999962,-571.5101318,14.34493065,125,5.334869146,20.8690691,-159.5249252,0,0
10:58.9,-0.709,0.069,-0.157,-0.8237586,1.30428445,9.22805765,-397000,425000,-592000,98572.58911,29.54,24.89999962,-571.5101318,14.34493065,125,5.551954746,16.06677818,-158.5882568,0,0
10:59.0,-0.675,0.0805,-0.1815,-0.81395195,1.083634825,8.95347145,-390000,415000,-593000,98569.84863,29.54,24.68000031,-543.477417,13.7616663,123,5.551954746,16.06677818,-158.5882568,0,0
10:59.0,-0.641,0.092,-0.206,-0.8041453,0.8629852,8.67888525,-383000,405000,-594000,98567.10815,29.54,24.68000031,-543.477417,13.7616663,123,5.551954746,16.06677818,-158.5882568,0,0
10:59.0,-0.587333333,0.087,-0.204333333,-0.728960983,0.634163367,8.629852,-379333.3333,406000,-597000,98567.06543,29.54,24.46999931,-543.477417,13.18685436,122,5.551954746,16.06677818,-158.5882568,0,0
10:59.1,-0.533666667,0.082,-0.202666667,-0.653776667,0.405341533,8.58081875,-375666.6667,407000,-600000,98567.0227,29.54,24.46999931,-543.477417,13.18685436,122,5.551954746,16.06677818,-158.5882568,0,0
10:59.1,-0.48,0.077,-0.201,-0.57859235,0.1765197,8.5317855,-372000,408000,-603000,98566.97998,29.54,24.46999931,-543.477417,13.18685436,122,5.551954746,16.06677818,-158.5882568,0,0
10:59.2,-0.454,0.075,-0.177,-0.652142225,0.2549729,7.909063225,-360500,391500,-602000,98566.15296,29.54,24.26999855,-505.1387939,12.61205482,120,5.551954746,16.06677818,-158.5882568,0,0
10:59.2,-0.428,0.073,-0.153,-0.7256921,0.3334261,7.28634095,-349000,375000,-601000,98565.32593,29.54,24.26999855,-505.1387939,12.61205482,120,5.551954746,16.06677818,-158.5882568,0,0
10:59.2,-0.393666667,0.066333333,-0.145,-0.784532,0.307275033,7.675338067,-346000,377666.6667,-602000,98564.27206,29.54,24.06999969,-505.1387939,12.05414772,119,5.551954746,16.06677818,-158.5882568,0,0
10:59.3,-0.359333333,0.059666667,-0.137,-0.8433719,0.281123967,8.064335183,-343000,380333.3333,-603000,98563.21818,29.54,24.06999969,-505.1387939,12.05414772,119,5.551954746,16.06677818,-158.5882568,0,0
10:59.3,-0.325,0.053,-0.129,-0.9022118,0.2549729,8.4533323,-340000,383000,-604000,98562.16431,29.54,23.98499966,-485.9585876,11.7794261,118.5,4.340398669,9.348377465,-156.4982224,0,0
10:59.4,-0.2195,0.058,-0.0875,-0.89240515,0.259876225,7.909063225,-339000,386000,-607000,98559.11866,29.535,23.89999962,-466.7783813,11.50470448,118,3.128842592,2.629976749,-154.4081879,0,0
10:59.4,-0.114,0.063,-0.046,-0.8825985,0.26477955,7.36479415,-338000,389000,-610000,98556.073,29.53,23.89999962,-466.7783813,11.50470448,118,3.128842592,2.629976749,-154.4081879,0,0
10:59.4,-0.162,0.056,-0.034666667,-0.889136267,0.251704017,7.63938035,-334666.6667,382000,-610333.3333,98556.96004,29.53,23.82499981,-466.7783813,11.2342043,117.5,3.128842592,2.629976749,-154.4081879,0,0
10:59.5,-0.21,0.049,-0.023333333,-0.895674033,0.238628483,7.91396655,-331333.3333,375000,-610666.6667,98557.84709,29.53,23.75,-466.7783813,10.96370411,117,3.128842592,2.629976749,-154.4081879,0,0
10:59.5,-0.258,0.042,-0.012,-0.9022118,0.22555295,8.18855275,-328000,368000,-611000,98558.73413,29.53,23.68499947,-455.3199768,10.69743109,116,3.128842592,2.629976749,-154.4081879,0,0
10:59.6,-0.287,0.0335,0.006,-0.93163175,0.308909475,8.781855075,-325500,370500,-608000,98557.00684,29.53,23.61999893,-443.8615723,10.43115807,115,3.128842592,2.629976749,-154.4081879,0,0
10:59.6,-0.316,0.025,0.024,-0.9610517,0.392266,9.3751574,-323000,373000,-605000,98555.27954,29.53,23.61999893,-443.8615723,10.43115807,115,3.128842592,2.629976749,-154.4081879,0,0
10:59.6,-0.302,0.03025,0.033,-0.956148375,0.409427638,9.16921775,-324250,376500,-605500,98555.6778,29.53,23.56999874,-443.8615723,10.17333937,114.5,2.911045253,1.48167333,-154.2248154,0,0
10:59.7,-0.288,0.0355,0.042,-0.95124505,0.426589275,8.9632781,-325500,380000,-606000,98556.07605,29.53,23.51999855,-443.8615723,9.915520668,114,2.693247914,0.333369911,-154.0414429,0,0
10:59.7,-0.274,0.04075,0.051,-0.946341725,0.443750913,8.75733845,-326750,383500,-606500,98556.47431,29.53,23.47499943,-428.5357361,9.666153431,113.5,2.475450575,-0.814933509,-153.8580704,0,0
10:59.8,-0.26,0.046,0.06,-0.9414384,0.46091255,8.5513988,-328000,387000,-607000,98556.87256,29.53,23.43000031,-413.2098999,9.416786194,113,2.257653236,-1.963236928,-153.6746979,0,0
10:59.8,-0.318,0.024,0.074,-0.9414384,0.6668522,9.50264385,-323000,394000,-601000,98551.53198,29.52,23.43000031,-413.2098999,9.416786194,113,2.257653236,-1.963236928,-153.6746979,0,0
10:59.8,-0.316666667,0.042333333,0.057,-0.895674033,0.532827983,9.067882367,-321333.3333,397333.3333,-602333.3333,98551.2736,29.52,23.35000038,-413.2098999,8.926511765,112,2.257653236,-1.963236928,-153.6746979,0,0
10:59.9,-0.315333333,0.060666667,0.04,-0.849909667,0.398803767,8.633120883,-319666.6667,400666.6667,-603666.6667,98551.01522,29.52,23.35000038,-413.2098999,8.926511765,112,2.257653236,-1.963236928,-153.6746979,0,0
10:59.9,-0.314,0.079,0.023,-0.8041453,0.26477955,8.1983594,-318000,404000,-605000,98550.75684,29.52,23.35000038,-413.2098999,8.926511765,112,2.257653236,-1.963236928,-153.6746979,0,0
11:00.0,-0.2435,0.0645,0.0285,-0.8433719,0.34323275,8.1983594,-318000,406000,-606500,98551.01929,29.52,23.31499958,-399.348053,8.689824105,111.5,2.257653236,-1.963236928,-153.6746979,0,0
11:00.0,-0.173,0.05,0.034,-0.8825985,0.42168595,8.1983594,-318000,408000,-608000,98551.28174,29.52,23.27999878,-385.4862061,8.453136444,111,2.257653236,-1.963236928,-153.6746979,0,0
11:00.0,-0.184,0.039333333,0.032,-0.859716317,0.418417067,8.4925589,-316666.6667,410666.6667,-609666.6667,98550.52083,29.52,23.21999931,-385.4862061,7.996666908,109,2.257653236,-1.963236928,-153.6746979,0,0
11:00.1,-0.195,0.028666667,0.03,-0.836834133,0.415148183,8.7867584,-315333.3333,413333.3333,-611333.3333,98549.75993,29.52,23.21999931,-385.4862061,7.996666908,109,1.662437022,-5.198585093,-154.0843811,0,0
11:00.1,-0.206,0.018,0.028,-0.81395195,0.4118793,9.0809579,-314000,416000,-613000,98548.99902,29.52,23.21999931,-385.4862061,7.996666908,109,1.067220807,-8.433933258,-154.4940643,0,0
11:00.2,-0.1255,0.037,0.033,-0.789435325,0.3530394,8.821081675,-312000,417000,-610500,98549.49951,29.515,23.17000008,-355.5597229,7.565564156,108,1.067220807,-8.433933258,-154.4940643,0,0
11:00.2,-0.045,0.056,0.038,-0.7649187,0.2941995,8.56120545,-310000,418000,-608000,98550,29.51,23.17000008,-355.5597229,7.565564156,108,1.067220807,-8.433933258,-154.4940643,0,0
11:00.2,-0.03225,0.051,0.0425,-0.71588545,0.22555295,8.97308475,-309500,416000,-609000,98549.93286,29.51,23.12999916,-355.5597229,7.151360035,107,1.067220807,-8.433933258,-154.4940643,0,0
11:00.3,-0.0195,0.046,0.047,-0.6668522,0.1569064,9.38496405,-309000,414000,-610000,98549.86573,29.51,23.12999916,-355.5597229,7.151360035,107,1.067220807,-8.433933258,-154.4940643,0,0
11:00.3,-0.00675,0.041,0.0515,-0.61781895,0.08825985,9.79684335,-308500,412000,-611000,98549.79859,29.51,23.11999893,-347.5267334,6.956938744,106.5,1.067220807,-8.433933258,-154.4940643,0,0
11:00.4,0.006,0.036,0.056,-0.5687857,0.0196133,10.20872265,-308000,410000,-612000,98549.73145,29.51,23.1099987,-339.4937439,6.762517452,106,1.067220807,-8.433933258,-154.4940643,0,0
11:00.4,0,0.054,0.085,-0.588399,0.00980665,9.4732239,-307000,427000,-612000,98551.49536,29.51,23.1099987,-339.4937439,6.762517452,106,1.067220807,-8.433933258,-154.4940643,0,0
11:00.4,-0.014333333,0.057333333,0.096,-0.585130117,0.0588399,9.185562167,-305333.3333,425333.3333,-614000,98550.76497,29.51,23.09999943,-339.4937439,6.5765481,105.5,1.067220807,-8.433933258,-154.4940643,0,0
11:00.5,-0.028666667,0.060666667,0.107,-0.581861233,0.10787315,8.897900433,-303666.6667,423666.6667,-616000,98550.03459,29.51,23.09000015,-339.4937439,6.390578747,105,1.067220807,-8.433933258,-154.4940643,0,0
11:00.5,-0.043,0.064,0.118,-0.57859235,0.1569064,8.6102387,-302000,422000,-618000,98549.3042,29.51,23.07999992,-331.5064392,6.213062525,104.5,0.265546262,-9.291849134,-155.3052368,0,0
11:00.6,-0.066333333,0.057666667,0.121,-0.594936767,0.261510667,8.858673833,-300666.6667,427333.3333,-617333.3333,98549.73755,29.51,23.06999969,-323.5191345,6.035546303,104,-0.536128283,-10.14976501,-156.1164093,0,0
11:00.6,-0.089666667,0.051333333,0.124,-0.611281183,0.366114933,9.107108967,-299333.3333,432666.6667,-616666.6667,98550.1709,29.51,23.06999969,-323.5191345,6.035546303,104,-0.536128283,-10.14976501,-156.1164093,0,0
11:00.6,-0.113,0.045,0.127,-0.6276256,0.4707192,9.3555441,-298000,438000,-616000,98550.60425,29.51,23.06999969,-323.5191345,6.035546303,104,-0.536128283,-10.14976501,-156.1164093,0,0
11:00.7,-0.0855,0.06,0.1245,-0.661948875,0.465815875,8.89463155,-298000,441500,-618000,98550.12207,29.505,23.06999969,-323.5191345,5.697425842,103,-0.536128283,-10.14976501,-156.1164093,0,0
11:00.7,-0.058,0.075,0.122,-0.69627215,0.46091255,8.433719,-298000,445000,-620000,98549.63989,29.5,23.06999969,-323.5191345,5.697425842,103,-0.536128283,-10.14976501,-156.1164093,0,0
11:00.8,-0.0255,0.0875,0.1,-0.652142225,0.318716125,7.8845466,-297000,447000,-620000,98549.89014,29.5,23.07999992,-311.8633423,5.38465929,102,-0.536128283,-10.14976501,-156.1164093,0,0
11:00.8,0.007,0.1,0.078,-0.6080123,0.1765197,7.3353742,-296000,449000,-620000,98550.14038,29.5,23.07999992,-311.8633423,5.38465929,102,-0.536128283,-10.14976501,-156.1164093,0,0
11:00.8,-0.004,0.092333333,0.079,-0.59820565,0.199401883,7.371331917,-294000,451000,-621666.6667,98550.49642,29.5,23.1099987,-311.8633423,5.080347538,101,-0.536128283,-10.14976501,-156.1164093,0,0
11:00.9,-0.015,0.084666667,0.08,-0.588399,0.222284067,7.407289633,-292000,453000,-623333.3333,98550.85246,29.5,23.1099987,-311.8633423,5.080347538,101,-2.14730382,-11.22337818,-157.7924194,0,0
11:00.9,-0.026,0.077,0.081,-0.57859235,0.24516625,7.44324735,-290000,455000,-625000,98551.2085,29.5,23.1099987,-311.8633423,5.080347538,101,-2.14730382,-11.22337818,-157.7924194,0,0
11:01.0,-0.02,0.068333333,0.076666667,-0.552441283,0.261510667,7.8257067,-290000,451000,-624333.3333,98550.71208,29.5,23.15999985,-306.9598999,4.801393032,100,-2.14730382,-11.22337818,-157.7924194,0,0
11:01.0,-0.014,0.059666667,0.072333333,-0.526290217,0.277855083,8.20816605,-290000,447000,-623666.6667,98550.21566,29.5,23.20499993,-306.9598999,4.670371056,99.5,-2.14730382,-11.22337818,-157.7924194,0,0
11:01.0,-0.008,0.051,0.068,-0.50013915,0.2941995,8.5906254,-290000,443000,-623000,98549.71924,29.5,23.25,-306.9598999,4.539349079,99,-2.14730382,-11.22337818,-157.7924194,0,0
11:01.1,0.038,0.047,0.065,-0.514849125,0.3138128,8.433719,-287500,446500,-624500,98551.41602,29.5,23.25,-306.9598999,4.539349079,99,-2.14730382,-11.22337818,-157.7924194,0,0
11:01.1,0.084,0.043,0.062,-0.5295591,0.3334261,8.2768126,-285000,450000,-626000,98553.11279,29.5,23.35000038,-295.4795837,4.285754681,98,-2.14730382,-11.22337818,-157.7924194,0,0
11:01.2,0.098,0.046666667,0.064,-0.50013915,0.251704017,8.459870067,-287333.3333,458666.6667,-627000,98553.8147,29.49666667,23.35000038,-295.4795837,4.285754681,98,-2.14730382,-11.22337818,-157.7924194,0,0
11:01.2,0.112,0.050333333,0.066,-0.4707192,0.169981933,8.642927533,-289666.6667,467333.3333,-628000,98554.5166,29.49333333,23.35000038,-295.4795837,4.285754681,98,-2.14730382,-11.22337818,-157.7924194,0,0
11:01.2,0.126,0.054,0.068,-0.44129925,0.08825985,8.825985,-292000,476000,-629000,98555.21851,29.49,23.41499996,-295.4795837,4.17163682,97.5,-2.925002695,-10.76638794,-158.5318909,0,0
11:01.3,0.1,0.045,0.0795,-0.4511059,0.063743225,8.821081675,-288500,477000,-631000,98556.94275,29.49,23.47999954,-295.4795837,4.057518959,97,-3.702701569,-10.3093977,-159.2713623,0,0
11:01.3,0.074,0.036,0.091,-0.46091255,0.0392266,8.81617835,-285000,478000,-633000,98558.66699,29.49,23.61999893,-293.5157776,3.837738037,96,-3.702701569,-10.3093977,-159.2713623,0,0
11:01.4,0.045,0.036333333,0.099333333,-0.4314926,0.0784532,8.87501825,-288666.6667,479000,-635000,98558.47575,29.49,23.61999893,-293.5157776,3.837738037,96,-3.702701569,-10.3093977,-159.2713623,0,0
11:01.4,0.016,0.036666667,0.107666667,-0.40207265,0.1176798,8.93385815,-292333.3333,480000,-637000,98558.2845,29.49,23.76999855,-293.5157776,3.634861946,95,-3.702701569,-10.3093977,-159.2713623,0,0
11:01.4,-0.013,0.037,0.116,-0.3726527,0.1569064,8.99269805,-296000,481000,-639000,98558.09326,29.49,23.76999855,-293.5157776,3.634861946,95,-3.702701569,-10.3093977,-159.2713623,0,0
11:01.5,0.0175,0.028,0.1155,-0.406975975,0.201036325,9.0613446,-294000,490000,-637500,98560.40955,29.49,23.76999855,-293.5157776,3.634861946,95,-3.702701569,-10.3093977,-159.2713623,0,0
11:01.5,0.048,0.019,0.115,-0.44129925,0.24516625,9.12999115,-292000,499000,-636000,98562.72583,29.49,23.93000031,-293.5022278,3.44044137,94,-3.702701569,-10.3093977,-159.2713623,0,0
11:01.6,0.050333333,0.016,0.114666667,-0.447837017,0.248435133,9.241133183,-292666.6667,503333.3333,-640333.3333,98562.89266,29.49,23.93000031,-293.5022278,3.44044137,94,-3.702701569,-10.3093977,-159.2713623,0,0
11:01.6,0.052666667,0.013,0.114333333,-0.454374783,0.251704017,9.352275217,-293333.3333,507666.6667,-644666.6667,98563.05949,29.49,23.93000031,-293.5022278,3.44044137,94,-3.702701569,-10.3093977,-159.2713623,0,0
11:01.6,0.055,0.01,0.114,-0.46091255,0.2549729,9.46341725,-294000,512000,-649000,98563.22632,29.49,24.01999951,-293.5022278,3.351683021,93.5,-3.702701569,-10.3093977,-159.2713623,0,0
11:01.7,0.1225,0,0.1075,-0.42168595,0.2549729,9.63993695,-296500,531000,-651000,98565.77149,29.485,24.1099987,-293.5022278,3.262924671,93,-3.702701569,-10.3093977,-159.2713623,0,0
11:01.7,0.19,-0.01,0.101,-0.38245935,0.2549729,9.81645665,-299000,550000,-653000,98568.31665,29.48,24.29999924,-296.272644,3.102314472,93,-4.801430702,-9.09195137,-161.9612274,0,0
11:01.8,0.196666667,-0.009666667,0.098,-0.408610417,0.24516625,9.800112233,-300333.3333,545333.3333,-654333.3333,98568.49162,29.48,24.29999924,-296.272644,3.102314472,93,-4.801430702,-9.09195137,-161.9612274,0,0
11:01.8,0.203333333,-0.009333333,0.095,-0.434761483,0.2353596,9.783767817,-301666.6667,540666.6667,-655666.6667,98568.66658,29.48,24.39499951,-296.272644,3.02623713,92.5,-4.801430702,-9.09195137,-161.9612274,0,0
11:01.8,0.21,-0.009,0.092,-0.46091255,0.22555295,9.7674234,-303000,536000,-657000,98568.84155,29.48,24.48999977,-296.272644,2.950159788,92,-4.801430702,-9.09195137,-161.9612274,0,0
11:01.9,0.219,-0.0215,0.0915,-0.406975975,0.279489525,10.31169248,-309000,548500,-662500,98571.10291,29.48,24.48999977,-296.272644,2.950159788,92,-4.801430702,-9.09195137,-161.9612274,0,0
11:01.9,0.228,-0.034,0.091,-0.3530394,0.3334261,10.85596155,-315000,561000,-668000,98573.36426,29.48,24.48999977,-296.272644,2.950159788,92,-4.801430702,-9.09195137,-161.9612274,0,0
11:02.0,0.1045,-0.04,0.1055,-0.230456275,0.32361945,11.12564443,-315000,574500,-668500,98574.15467,29.475,24.68999863,-299.1201477,2.814908981,91,-4.801430702,-9.09195137,-161.9612274,0,0
